risk_scenario_id,role,role_id,category,training_cost_usd,outsourcing_cost_usd,time_to_hire_months,bonus_cost_usd,role_criticality,risk_impact,score
RS-018,Technical Support,IO-WRL-007,Implementation and Operation,3500,25000,1.0,3000,0.4,0.35,57.2
RS-018,Defensive Cybersecurity,PD-WRL-001,Protection and Defense,9000,55000,2.2,8000,0.92,0.9,118.6
RS-018,Digital Forensics,PD-WRL-002,Protection and Defense,8500,52000,2.0,7500,0.85,0.82,112.2
RS-018,Incident Response,PD-WRL-003,Protection and Defense,8000,50000,1.8,7500,0.9,0.92,65.9
RS-018,Infrastructure Support,PD-WRL-004,Protection and Defense,6500,42000,1.6,5500,0.72,0.7,41.5
RS-018,Insider Threat Analysis,PD-WRL-005,Protection and Defense,7500,50000,1.9,7000,0.88,0.88,108.8
RS-018,Threat Analysis,PD-WRL-006,Protection and Defense,8000,52000,2.0,7500,0.9,0.9,106.7
RS-018,Vulnerability Analysis,PD-WRL-007,Protection and Defense,8500,54000,2.1,8000,0.92,0.92,53.8
RS-018,Cybercrime Investigation,IN-WRL-001,Investigation,7000,50000,2.0,7000,0.8,0.82,62.7
RS-018,Digital Evidence Analysis,IN-WRL-002,Investigation,7500,52000,2.1,7000,0.82,0.82,105.8
RS-019,Communications Security (COMSEC) Management,OG-WRL-001,Oversight and Governance,8000,45000,2.0,6000,0.72,0.75,49.6
RS-019,Cybersecurity Policy and Planning,OG-WRL-002,Oversight and Governance,6000,40000,1.5,5000,0.65,0.6,46.7
RS-019,Cybersecurity Workforce Management,OG-WRL-003,Oversight and Governance,5000,35000,1.3,4500,0.55,0.45,95.2
RS-019,Cybersecurity Curriculum Development,OG-WRL-004,Oversight and Governance,4500,30000,1.2,4000,0.45,0.35,69.1
RS-019,Cybersecurity Instruction,OG-WRL-005,Oversight and Governance,3500,25000,1.0,3500,0.4,0.3,111.8
RS-019,Cybersecurity Legal Advice,OG-WRL-006,Oversight and Governance,5000,55000,1.7,6500,0.68,0.65,35.8
RS-019,Executive Cybersecurity Leadership,OG-WRL-007,Oversight and Governance,7000,70000,2.5,10000,0.9,0.85,70.2
RS-019,Privacy Compliance,OG-WRL-008,Oversight and Governance,5500,38000,1.5,5000,0.7,0.7,111.0
RS-019,Product Support Management,OG-WRL-009,Oversight and Governance,4000,32000,1.2,4000,0.5,0.4,77.6
RS-019,Program Management,OG-WRL-010,Oversight and Governance,5000,40000,1.5,5500,0.6,0.55,71.6
RS-019,Secure Project Management,OG-WRL-011,Oversight and Governance,4500,35000,1.3,4500,0.58,0.52,76.6
RS-019,Security Control Assessment,OG-WRL-012,Oversight and Governance,7000,48000,1.8,6000,0.8,0.78,211.2
RS-019,Systems Authorization,OG-WRL-013,Oversight and Governance,6500,45000,1.7,5500,0.78,0.75,60.9
RS-019,Systems Security Management,OG-WRL-014,Oversight and Governance,7000,50000,1.8,6000,0.82,0.8,137.5
RS-019,Technology Portfolio Management,OG-WRL-015,Oversight and Governance,5000,42000,1.5,5000,0.6,0.55,31.0
RS-019,Technology Program Auditing,OG-WRL-016,Oversight and Governance,5500,40000,1.5,5000,0.65,0.6,41.7
RS-019,Cybersecurity Architecture,DD-WRL-001,Design and Development,10000,60000,2.3,8000,0.92,0.9,143.9
RS-019,Enterprise Architecture,DD-WRL-002,Design and Development,9000,58000,2.2,7500,0.85,0.82,102.2
RS-019,Secure Software Development,DD-WRL-003,Design and Development,8000,52000,2.0,7000,0.88,0.85,106.9
RS-019,Secure Systems Development,DD-WRL-004,Design and Development,8500,55000,2.2,7500,0.87,0.85,157.2
RS-019,Software Security Assessment,DD-WRL-005,Design and Development,7500,48000,1.8,6500,0.8,0.78,91.6
RS-019,Systems Requirements Planning,DD-WRL-006,Design and Development,6000,42000,1.7,5500,0.72,0.68,87.8
RS-019,Systems Testing and Evaluation,DD-WRL-007,Design and Development,6500,44000,1.7,5500,0.75,0.7,66.6
RS-019,Technology Research and Development,DD-WRL-008,Design and Development,9000,55000,2.2,7000,0.8,0.72,74.8
RS-019,Operational Technology (OT) Cybersecurity Engineering,DD-WRL-009,Design and Development,11000,65000,2.5,9000,0.93,0.92,77.7
RS-019,Data Analysis,IO-WRL-001,Implementation and Operation,6000,40000,1.5,5000,0.7,0.65,84.1
RS-019,Database Administration,IO-WRL-002,Implementation and Operation,5500,38000,1.3,4500,0.72,0.68,52.3
RS-019,Knowledge Management,IO-WRL-003,Implementation and Operation,4000,28000,1.2,3500,0.45,0.38,38.2
RS-019,Network Operations,IO-WRL-004,Implementation and Operation,7000,46000,1.7,6000,0.8,0.78,74.5
RS-019,Systems Administration,IO-WRL-005,Implementation and Operation,6000,40000,1.5,5500,0.75,0.72,88.5
RS-019,Systems Security Analysis,IO-WRL-006,Implementation and Operation,7500,48000,1.8,6500,0.82,0.8,98.0
RS-019,Technical Support,IO-WRL-007,Implementation and Operation,3500,25000,1.0,3000,0.4,0.35,62.7
RS-019,Defensive Cybersecurity,PD-WRL-001,Protection and Defense,9000,55000,2.2,8000,0.92,0.9,131.6
RS-019,Digital Forensics,PD-WRL-002,Protection and Defense,8500,52000,2.0,7500,0.85,0.82,122.0
RS-019,Incident Response,PD-WRL-003,Protection and Defense,8000,50000,1.8,7500,0.9,0.92,72.0
RS-019,Infrastructure Support,PD-WRL-004,Protection and Defense,6500,42000,1.6,5500,0.72,0.7,46.9
RS-019,Insider Threat Analysis,PD-WRL-005,Protection and Defense,7500,50000,1.9,7000,0.88,0.88,118.5
RS-019,Threat Analysis,PD-WRL-006,Protection and Defense,8000,52000,2.0,7500,0.9,0.9,113.0
RS-019,Vulnerability Analysis,PD-WRL-007,Protection and Defense,8500,54000,2.1,8000,0.92,0.92,59.9
RS-019,Cybercrime Investigation,IN-WRL-001,Investigation,7000,50000,2.0,7000,0.8,0.82,69.2
RS-019,Digital Evidence Analysis,IN-WRL-002,Investigation,7500,52000,2.1,7000,0.82,0.82,117.3
RS-020,Communications Security (COMSEC) Management,OG-WRL-001,Oversight and Governance,8000,45000,2.0,6000,0.72,0.75,63.8
RS-020,Cybersecurity Policy and Planning,OG-WRL-002,Oversight and Governance,6000,40000,1.5,5000,0.65,0.6,47.8
RS-020,Cybersecurity Workforce Management,OG-WRL-003,Oversight and Governance,5000,35000,1.3,4500,0.55,0.45,85.4
RS-020,Cybersecurity Curriculum Development,OG-WRL-004,Oversight and Governance,4500,30000,1.2,4000,0.45,0.35,73.4
RS-020,Cybersecurity Instruction,OG-WRL-005,Oversight and Governance,3500,25000,1.0,3500,0.4,0.3,118.6
RS-020,Cybersecurity Legal Advice,OG-WRL-006,Oversight and Governance,5000,55000,1.7,6500,0.68,0.65,49.1
RS-020,Executive Cybersecurity Leadership,OG-WRL-007,Oversight and Governance,7000,70000,2.5,10000,0.9,0.85,68.7
RS-020,Privacy Compliance,OG-WRL-008,Oversight and Governance,5500,38000,1.5,5000,0.7,0.7,86.1
RS-020,Product Support Management,OG-WRL-009,Oversight and Governance,4000,32000,1.2,4000,0.5,0.4,82.0
RS-020,Program Management,OG-WRL-010,Oversight and Governance,5000,40000,1.5,5500,0.6,0.55,71.2
RS-020,Secure Project Management,OG-WRL-011,Oversight and Governance,4500,35000,1.3,4500,0.58,0.52,75.8
RS-020,Security Control Assessment,OG-WRL-012,Oversight and Governance,7000,48000,1.8,6000,0.8,0.78,233.7
RS-020,Systems Authorization,OG-WRL-013,Oversight and Governance,6500,45000,1.7,5500,0.78,0.75,90.6
RS-020,Systems Security Management,OG-WRL-014,Oversight and Governance,7000,50000,1.8,6000,0.82,0.8,145.7
RS-020,Technology Portfolio Management,OG-WRL-015,Oversight and Governance,5000,42000,1.5,5000,0.6,0.55,36.2
RS-020,Technology Program Auditing,OG-WRL-016,Oversight and Governance,5500,40000,1.5,5000,0.65,0.6,48.6
RS-020,Cybersecurity Architecture,DD-WRL-001,Design and Development,10000,60000,2.3,8000,0.92,0.9,169.6
RS-020,Enterprise Architecture,DD-WRL-002,Design and Development,9000,58000,2.2,7500,0.85,0.82,119.5
RS-020,Secure Software Development,DD-WRL-003,Design and Development,8000,52000,2.0,7000,0.88,0.85,120.2
RS-020,Secure Systems Development,DD-WRL-004,Design and Development,8500,55000,2.2,7500,0.87,0.85,168.9
RS-020,Software Security Assessment,DD-WRL-005,Design and Development,7500,48000,1.8,6500,0.8,0.78,110.0
RS-020,Systems Requirements Planning,DD-WRL-006,Design and Development,6000,42000,1.7,5500,0.72,0.68,110.5
RS-020,Systems Testing and Evaluation,DD-WRL-007,Design and Development,6500,44000,1.7,5500,0.75,0.7,81.3
RS-020,Technology Research and Development,DD-WRL-008,Design and Development,9000,55000,2.2,7000,0.8,0.72,95.3
RS-020,Operational Technology (OT) Cybersecurity Engineering,DD-WRL-009,Design and Development,11000,65000,2.5,9000,0.93,0.92,75.9
RS-020,Data Analysis,IO-WRL-001,Implementation and Operation,6000,40000,1.5,5000,0.7,0.65,103.4
RS-020,Database Administration,IO-WRL-002,Implementation and Operation,5500,38000,1.3,4500,0.72,0.68,71.0
RS-020,Knowledge Management,IO-WRL-003,Implementation and Operation,4000,28000,1.2,3500,0.45,0.38,47.0
RS-020,Network Operations,IO-WRL-004,Implementation and Operation,7000,46000,1.7,6000,0.8,0.78,103.1
RS-020,Systems Administration,IO-WRL-005,Implementation and Operation,6000,40000,1.5,5500,0.75,0.72,109.2
RS-020,Systems Security Analysis,IO-WRL-006,Implementation and Operation,7500,48000,1.8,6500,0.82,0.8,113.8
RS-020,Technical Support,IO-WRL-007,Implementation and Operation,3500,25000,1.0,3000,0.4,0.35,72.9
RS-020,Defensive Cybersecurity,PD-WRL-001,Protection and Defense,9000,55000,2.2,8000,0.92,0.9,164.5
RS-020,Digital Forensics,PD-WRL-002,Protection and Defense,8500,52000,2.0,7500,0.85,0.82,137.2
RS-020,Incident Response,PD-WRL-003,Protection and Defense,8000,50000,1.8,7500,0.9,0.92,79.8
RS-020,Infrastructure Support,PD-WRL-004,Protection and Defense,6500,42000,1.6,5500,0.72,0.7,62.9
RS-020,Insider Threat Analysis,PD-WRL-005,Protection and Defense,7500,50000,1.9,7000,0.88,0.88,117.6
RS-020,Threat Analysis,PD-WRL-006,Protection and Defense,8000,52000,2.0,7500,0.9,0.9,123.1
RS-020,Vulnerability Analysis,PD-WRL-007,Protection and Defense,8500,54000,2.1,8000,0.92,0.92,81.1
RS-020,Cybercrime Investigation,IN-WRL-001,Investigation,7000,50000,2.0,7000,0.8,0.82,76.3
RS-020,Digital Evidence Analysis,IN-WRL-002,Investigation,7500,52000,2.1,7000,0.82,0.82,129.6
